book_name,page_number,source_used,decision_reason,text
DSA - 3.pdf,11,pymupdf,pymupdf_scored_higher_than_marker,"X Contents
CHAPTER 10 SEARCH STRUCTURES
Optimal Binary Search Trees
AVL Trees
2-3 Trees
10.3.1
10.3.2
10.3.3
10.3.4
10.1
10.2
10.3
Definition And Properties
Searching A 2-3 Tree
Insertion Into A 2-3 Tree
Deletion From A 2-3 Tree
Definition And Properties
Insertion Into A 2-3-4 Tree
Deletion From A 2-3-4 Tree
Definition And Properties
Searching A Red-Black Tree
Top Down Insertion
Bottom Up Insertion
Deletion From A Red-Black Tree
Definition Of m-way Search Trees
Searching An m-way Search Tree
Definition And Properties Of A B-tree
Insertion Into A B-tree
Deletion From A B-tree
Variable Size Key Values
2-3-4 Trees
10.4.1
10.4.2
10.4.3
10.4
Red-Black Trees
10.5.1
10.5.2
10,5.3
10.5.4
10.5.5
B-Trees
10.6.1
10.6.2
10.6.3
10.6.4
10.6.5
10.6.6
10.5
10.6
Splay Trees 542
Digital Search Trees
10.8.1
10.8.2
10.8.3
Tries
10.9.1
10.9.2
10.9.3
10.9.4
10.9.5
10.7
10.8
Digital Search Tree
Binary Tries 549
Patricia
Definition 557
Searching A Trie
Sampling Strategies
Insertion Into A Trie
Deletion From A Trie
10.10 Differential Files 563
10.11 References And Selected Readings
10.9
APPENDIX ANSI C AND K & R C
INDEX"
DSA - 3.pdf,12,marker,marker_better_or_equal,"## **PREFACE**
Why *Fundamentals of Data Structures in C?* There are several answers. The first, and most important, is that instructors are moving to C as the language of choice. This is not surprising as C has become the main development language both on personal computers (PCs and Macs) as well as on UNIX-based workstations. Another reason is that the quality of C compilers and C programming development environments has improved to the point where it makes sense to provide instruction to beginners in a C environment. Finally, many of the concepts that need to be taught in the programming systems areas of computer science, such as virtual memory, file systems, automatic parser generators, lexical analyzers, networking, etc. are implemented in C. Thus, instructors are now teaching students C early in their academic life so that these concepts can be fully explored later on.
We have chosen to present our programs using ANSI C. ANSI C, adopted in 1983, has attempted to strengthen the C programming language by permitting a variety of features not allowed in earlier versions. Some of these features, such as typing information in the function header, improve readability as well as reliablity of programs. The alternative to ANSI C is Kemighan and Ritchie C (abbreviated as K&R C) which derives from their book *The C Programming Language,* Prentice-Hall, 1978. For those instructors who are using a K&R version of C we have provided an Appendix that discusses the changes required to get the programs working in that environment. The changes are quite simple and are easily made, so the distinctions between the two should not bother the student."
DSA - 3.pdf,13,marker,marker_better_or_equal,"All programs and algorithms in this text have been compiled and tested. We have exercised the programs on an Intel/386 under DOS using Turbo C and Turbo C++ compilers. We have also run the programs using the C compiler on a SUN Sparcstation under SUNOS 4.1. We have directly imported the compiled programs into the body of the book, and we have avoided changing the appearance of the programs, via typesetting, so as not to inject any errors.
For those instructors who have used *Fundamentals of Data Structures in Pascal,* you will find that this book retains the in-depth discussion of the algorithms and computing time analyses. In addition we have attempted to preserve the chapter organization and the presentation style of the earlier book whenever it was desirable. But this has not kept us from making improvements, especially when dictated by the use of C rather than Pascal. For example, the discussion of strings is now found in the chapter on arrays. Also found there is a discussion of pointers, as pointer manipulation of arrays is quite common in **C.** Error messages are written to **stderr.** Programs that use system function calls, such as **malloc,** check that they return successfully. We use *exit(O)* and *exit(})* for normal and abnormal program termination.
Non-C related changes include the placement of exercises immediately after the relevant section. Exercises which have a section marker, §, next to the exercise number denote difficult exercises. Exercises which are suitable for programming projects are labeled as such. In addition, we have rearranged the sections in each chapter so that the basic material appears early in the chapter and the difficult or optional material appears at the end ofthe chapter.
One of the major new features in this book, compared to its earlier version, is the inclusion of abstract data types. The major idea is to separate out the issue of data type specification from implementation. Languages such as Ada provide direct support for such a split, but in C there is no equivalent construct. Therefore, we have devised a straightforward notation in which we express an abstract data type. Basically, we provide a description of the objects of the type followed by the names and arguments of the functions of the type. Instructors can discuss with the students the specification of the data type before moving on to implementation issues and concerns for efficiency of the algorithms.
Over the past decade the field of data structures has not stood still, but has matured significantly. New and useful data structures have been devised and new forms of complexity measures have been introduced. In this new edition we attempt to keep up with these developments. For example, Chapter 9 is entirely devoted to heaps. Special forms are discussed including the min-max heap and the deap, both of which are forms of double ended priority queues. We also discuss a data structure that supports the combining of priority queues, leftist trees. These also have min and max forms. A Fibonacci heap is introduced as a data structure that supports all leftist tree operations. We introduce binomial trees, of which Fibonacci heaps are a special case.
A more thorough treatment of 2-3 trees now can be found in Chapter 10. In addition, we have included a section on 2-3-4 trees. The 2-3-4 tree has some advantages over the 2-3 tree, thereby supporting its presentation in this chapter. Red-black trees are a binary tree representation of a 2-3-4 tree. All of these data structures are important"
DSA - 3.pdf,14,pymupdf,pymupdf_scored_higher_than_marker,"Preface xiii
special cases of the B-tree. They are emphasized here because the insertion and deletion
algorithms that maintain the tree’s balance are substantially simpler than for AVL trees, while the O(log n) bounds are maintained.
Another issue treated more thoroughly in this edition is amortized complexity.
Most of the algorithms have their best, worst, and occasionally their average computing
time analyzed. Amortized complexity considers how efficiently a sequence of operations
is carried out. This form of complexity measure was popularized by R. Tarjan and in
many cases it is a more accurate measure of a data structure’s performance than the more traditional ones.
The discussion of symbol tables and hashing is now in Chapter 8. We have
updated the hashing material with a discussion of dynamic hashing. This method extends
the traditional method with the ability to handle files that grow unpredictably large, without having to recompile or reset the size of a table.
USING THIS TEXT FOR A COURSE
For the instructor who intends to use this book and is teaching on a semester basis we
present the following two possibilities, a medium pace and a rigorous pace. The medium
pace is recommended when the course is for begining computer science majors, possibly
their second or third course of the curriculum. Most people, including the authors, have
taught according to the medium pace. The outline below corresponds to the curriculum
recommended by the ACM, in particular course C2, (Curriculum ’78, CACM 3/79, and
CACM 8/85).
SEMESTER SCHEDULE - MEDIUM PACE
Reading Assignment
First program due
Second program due
Week
Subject
Intro, to Algorithms and Data Organization
Arrays
Arrays (strings)
Stacks and Queues
Linked Lists (singly and doubly linked)
Linked Lists
Trees (basic facts, binary trees)
Trees (search, heap)
Mid Term
Graphs (basic facts, representations)
Graphs (shortest paths, spanning trees, topological sorting)
Internal Sorting (insertion, quick, and merge)
Internal Sorting (heap, radix)
Third program due
Fourth program due"
DSA - 3.pdf,15,pymupdf,pymupdf_scored_higher_than_marker,"xiv Preface
Hashing
Heap Structures (Selected Topics)
Search Structures (Selected Topics)
We recommend that several programming assignments be given, spaced somewhat
evenly thoughout the semester. The aim of the first program is primarily to get the stu­
dents familiar with the computing environment. The second program should emphasize
list structures, as discussed in Chapter 4. There are several suggestions for projects at the
end of the exercises of Chapter 4. One topic we have chosen to skip is external sorting.
This leaves time to cover one of the most important of techniques, hashing. This topic is
used in several courses later on in the curriculum, so it is important to cover it this
semester. The instructor will likely not have time to cover the material in the Search
Structures chapter. Perhaps one or two topics can be selectively chosen.
The more rigorous pace would be appropriate when the book is used for a first year
graduate course, or for an advanced undergraduate course. Our suggested outline fol­ lows.
SEMESTER SCHEDULE - RIGOROUS PACE
Reading Assignment
First program due
Second program due
Week
Subject
Intro, to Algorithms and Data Organization
Arrays
Stacks and Queues
Linked Lists
Trees
Trees continued
Mid Term
Graphs
Graphs continued
Internal Sorting
External Sorting
Hashing
Heap Structures
Third program due
Fourth program due
Heap Structures
Search Structures
Search Structures
The programming assignments and midterm exam are paced exactly as in the
medium case. However, the lectures proceed at a faster rate. For the rigorous pace, two
weeks are allotted for Chapters 9 and 10. This allows the coverage of only a few topics selected from each chapter."
DSA - 3.pdf,16,pypdf,pypdf_scored_higher_than_marker,"Preface xv
Finally we present a curriculum for an advanced Data Structures course. This
presupposes that the student has already encountered the basic material, in particular the
material on lists, trees, and graphs. Four weeks on advanced data structures gives the instructor enough time to cover all of the relevant topics in depth.
SEMESTER SCHEDULE - ADVANCED DATA STRUCTURES COURSE
Week
Subject
Review of Basic Material on Algorithms
Review of Basic List structures
Review of Trees
Review of Graphs
Review of Internal Sorting
External Sorting
External Sorting (continued)
Hashing
Reading Assignment
Chapters 1-2
Chapters 3-4
First program due
Heap Structures (min-max heaps, deaps, leftist trees)
Mid Term
Heaps Structures (Fibonacci heaps)
Search Structures (Optimal binary search trees)
Search Structures (AVL trees,
2-3 trees, 2-3-4 trees)
Search Structures (Red-black trees, splay trees, digital trees)
Search Structures (B-trees, tries)
Search Structures
Second program due
Third program due
Fourth program due
For schools on the quarter system, the following two quarter sequence is possible.
It assumes prior exposure to algorithm analysis and elementary data structures at the level obtained from an advanced programming course."
DSA - 3.pdf,17,pymupdf,pymupdf_scored_higher_than_marker,"xvi Preface
QUARTER I
Reading Assignment
Chapters 1-2
Subject
Review of algorithms and arrays
Stacks and Queues
Linked Lists (stacks, queues, polynomials)
Linked Lists
Trees (traversal, set representation)
Week
First program due
Trees (heaps, search)
Mid Term
Graphs (traversal, components)
Graphs (minimum spanning trees)
Graphs (shortest paths)
Graphs
Second program due
(activity networks)
QUARTER 2
Reading Assignment
Week
Subject
Internal Sorting (insertion, quick, bound, 0(1) space merging, merge sort)
Sorting (heap, radix, list, table)
External Sorting
Hashing
Mid Term
Heap Structures (deaps,
Min-Max heaps. Leftist trees)
Heap Structures (Fibonacci Heaps)
Search Structures (AVL trees,
2-3 trees, 2-3-4 trees)
Search Structures (Red-black trees, splay trees, digital trees)
Search Structures (B-Trees, tries)
First program due
Second program due
Once again we would like to thank the people who have assisted us in preparing
this edition. Thanks go to Professor Lisa Brown, Illinois Wesleyan University, and the
students in her Programming III class, as well as to Dr. Dinesh Mehta, University of
Florida, for their assistance in the debugging of this edition, and to Trey Short and Curtis
Kelch of the Computer Services staff at Illinois Wesleyan University for providing
technical assistance. Thanks also to Narain Gehani, AT&T Bell Laboratories, Tomasz
Muldner, Arcadia University, and Ronald Prather, Trinity University, who reviewed
early drafts of the manuscript. Special thanks go to Barbara and Art Friedman, our first"
DSA - 3.pdf,18,pymupdf,pymupdf_scored_higher_than_marker,"Preface xvii
publishers who nurtured the book through its early years. Thanks also to the staff at W.H.
Freeman for their support and encouragement. We especially wish to thank Acquisitions
Editor, Nola Hague and Associate Managing editior, Penny Hull. Their enthusiasm really helped the project along.
Ellis Horowitz
Sartaj Sahni
Susan Anderson-Freed
June 1992"
DSA - 3.pdf,19,marker,marker_better_or_equal,"TENCHMENT OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE PARTY OF THE P or confidence Lagrange. Bright Carlot
engen in de de la company et la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de la company de l 14 th A in the second
OF7"
DSA - 3.pdf,20,pymupdf,pymupdf_scored_higher_than_marker,"BASIC CONCEPTS
1.1
OVERVIEW: SYSTEM LIFE CYCLE
We assume that our readers have a strong background in structured programming, typi­
cally attained through the completion of an elementary programming course. Such an
initial course usually emphasizes mastering a programming language’s syntax (its gram­
mar rules) and applying this language to the solution of several relatively small prob­
lems. These problems are frequently chosen so that they use a particular language con­
struct. For example, the programming problem might require the use of arrays or while loops.
In this text we want to move you beyond these rudiments by providing you with
the tools and techniques necessary to design and implement large-scale computer sys­
tems. We believe that a solid foundation in data abstraction, algorithm specification, and
performance analysis and measurement provides the necessary methodology. In this
chapter, we will discuss each of these areas in detail. We also will briefly discuss recur­
sive programming because many of you probably have only a fleeting acquaintance with
this important technique. However, before we begin we want to place these tools in a
context that views programming as more than writing code. Good programmers regard
large-scale computer programs as systems that contain many complex interacting parts.
As systems, these programs undergo a development process called the system life cycle.
We consider this cycle as consisting of requirements, analysis, design, coding, and
verification phases. Although we will consider them separately, these phases are highly"
DSA - 3.pdf,21,pymupdf,pymupdf_scored_higher_than_marker,"2 Basic Concepts
interrelated and follow only a very crude sequential time frame. The Selected Readings
and References section lists several sources on the system life cycle and its various phases that will provide you with additional information.
(1) Requirements. All large programming projects begin with a set of specifications
that define the purpose of the project. These requirements describe the information that
we, the programmers, are given (input) and the results that we must produce (output).
Frequently the initial specifications are defined vaguely, and we must develop rigorous input and output descriptions that include all cases.
(2) Analysis. After we have delineated carefully the system’s requirements, the analysis
phase begins in earnest. In this phase, we begin to break the problem down into manage­ able pieces. There are two approaches to analysis; bottom-up and top-down. The
bottom-up approach is an older, unstructured strategy that places an early emphasis on
the coding fine points. Since the programmer does not have a master plan for the project,
the resulting program frequently has many loosely connected, error-ridden segments.
Bottom-up analysis is akin to constructing a building from a generic blueprint. That is,
we view all buildings identically; they must have walls, a roof, plumbing, and heating.
The specific purpose to which the building will be put is irrelevant from this perspective.
Although few of us would want to live in a home constructed using this technique, many
programmers, particularly beginning ones, believe that they can create good, error-free programs without prior planning.
In contrast, the top-down approach begins with the purpose that the program will
serve and uses this end product to divide the program into manageable segments. This
technique generates diagrams that are used to design the system. Frequently, several
alternate solutions to the programming problem are developed and compared during this phase.
(3) Design. This phase continues the work done in the analysis phase. The designer
approaches the system from the perspectives of both the data objects that the program
needs and the operations performed on them. The first perspective leads to the creation
of abstract data types, while the second requires the specification of algorithms and a
consideration of algorithm design strategies. For example, suppose that we are design­
ing a scheduling system for a university. Typical data objects might include students,
courses, and professors. Typical operations might include inserting, removing, and
searching within each object or between them. That is, we might want to add a course to
the list of university courses, or search for the courses taught by some professor.
Since the abstract data types and the algorithm specifications are language­ independent, we postpone implementation decisions. Although we must specify the
information required for each data object, we ignore coding details. For example, we
might decide that the student data object should include name, social security number,
major, and phone number. However, we would not yet pick a specific implementation
for the list of students. As we will see in later chapters, there are several possibilities
including arrays, linked lists, or trees. By deferring implementation issues as long as"
